"","age","death_prob_male","death_prob_female","year","region","female","male","total_pop","male_prop","female_prop","death_prop","total_death"
"240",37,0.00157,0.000639,2015,"Wales",15111,14591,29702,0.491246380715103,0.508753619284897,0.00109635038044576,33
"241",38,0.001804,0.000709,2015,"Wales",14866,14901,29767,0.500587899351631,0.499412100648369,0.00125714374979004,37
"242",39,0.001976,0.001061,2015,"Wales",15270,14805,30075,0.492269326683292,0.507730673316708,0.00151142643391521,45
"243",40,0.001751,0.001145,2015,"Wales",15773,15441,31214,0.494681873518293,0.505318126481707,0.00144477721535209,45
"244",41,0.002259,0.001258,2015,"Wales",16415,15876,32291,0.49165402124431,0.50834597875569,0.00175014567526555,57
"245",42,0.002132,0.001309,2015,"Wales",17597,16721,34318,0.48723701847427,0.51276298152573,0.00170999606620432,59
"246",43,0.00235,0.001222,2015,"Wales",18580,18153,36733,0.494187787547981,0.505812212452019,0.00177944382435412,65
"247",44,0.002338,0.001377,2015,"Wales",19662,18869,38531,0.48970958449041,0.51029041550959,0.00184761091069528,71
"248",45,0.002288,0.001719,2015,"Wales",19218,18385,37603,0.488923756083291,0.511076243916709,0.00199719761721139,75
"249",46,0.002709,0.001631,2015,"Wales",20190,19343,39533,0.489287430754054,0.510712569245946,0.00215845185035287,85
"250",47,0.003106,0.001614,2015,"Wales",19905,19084,38989,0.489471389366232,0.510528610633769,0.00234429131293442,91
"251",48,0.003279,0.001823,2015,"Wales",20437,19632,40069,0.489954827921835,0.510045172078165,0.00253637422945419,102
"252",49,0.003871,0.001907,2015,"Wales",20548,19722,40270,0.489744226471319,0.510255773528681,0.00286885766078967,116
"253",50,0.003652,0.002588,2015,"Wales",21129,20167,41296,0.488352382797365,0.511647617202635,0.0031076069352964,128
"254",51,0.004039,0.002492,2015,"Wales",21109,20141,41250,0.488266666666667,0.511733333333333,0.00324734853333333,134
"255",52,0.004013,0.003045,2015,"Wales",20485,19859,40344,0.4922417211977,0.5077582788023,0.00352148998611937,142
"256",53,0.004521,0.002953,2015,"Wales",20205,19741,39946,0.494192159415211,0.505807840584789,0.00372789330596305,149
"257",54,0.004737,0.003611,2015,"Wales",19851,19009,38860,0.489166237776634,0.510833762223366,0.00416180118373649,162
"258",55,0.005661,0.003699,2015,"Wales",19139,18497,37636,0.4914709320863,0.5085290679137,0.00466326596875332,176
"259",56,0.006119,0.004184,2015,"Wales",18923,18241,37164,0.490824453772468,0.509175546227532,0.00513374531804973,191
"260",57,0.006138,0.004037,2015,"Wales",18622,17818,36440,0.488968166849616,0.511031833150384,0.00506432211855104,185
"261",58,0.006815,0.004961,2015,"Wales",18214,17492,35706,0.489889654399821,0.510110345600179,0.00586925541925727,210
"262",59,0.007553,0.00589,2015,"Wales",17618,16644,34262,0.485786001984706,0.514213998015294,0.00669786212130057,229
"263",60,0.008588,0.00596,2015,"Wales",17012,16348,33360,0.490047961630695,0.509952038369305,0.00724784604316547,242
"264",61,0.00969,0.006153,2015,"Wales",17759,16873,34632,0.487208362208362,0.512791637791638,0.00787625597713098,273
"265",62,0.010314,0.006848,2015,"Wales",17725,16771,34496,0.486172309833024,0.513827690166976,0.00853307322588126,294
"266",63,0.011272,0.007738,2015,"Wales",17209,16515,33724,0.489710591863361,0.510289408136639,0.00946863723164512,319
"267",64,0.012238,0.00833,2015,"Wales",17597,16679,34276,0.486608705799977,0.513391294200023,0.0102316668222663,351
"268",65,0.012691,0.009061,2015,"Wales",17952,17370,35322,0.491761508408357,0.508238491591643,0.0108460942755223,383
"269",66,0.014814,0.010094,2015,"Wales",18447,17800,36247,0.491075123458493,0.508924876541507,0.0124118745827241,450
"270",67,0.016442,0.011036,2015,"Wales",19427,18762,38189,0.491293304354657,0.508706695645343,0.0136919316033413,523
"271",68,0.01586,0.011273,2015,"Wales",20632,19849,40481,0.49032879622539,0.50967120377461,0.0135221381882859,547
"272",69,0.018974,0.013187,2015,"Wales",16028,15081,31109,0.484779324311293,0.515220675688707,0.0159924179497895,498
"273",70,0.021092,0.01439,2015,"Wales",15724,14893,30617,0.486429108011889,0.513570891988111,0.0176500478818957,540
"274",71,0.022882,0.015171,2015,"Wales",15588,14845,30433,0.487792856438734,0.512207143561266,0.0189323707159991,576
"275",72,0.025915,0.017292,2015,"Wales",14677,13861,28538,0.48570327282921,0.51429672717079,0.0214802193216063,613
"276",73,0.027346,0.019653,2015,"Wales",13608,12444,26052,0.477660064486412,0.522339935513588,0.023327638876094,608
"277",74,0.03204,0.020884,2015,"Wales",12469,11090,23559,0.470733053185619,0.529266946814381,0.0261354979413388,616
"278",75,0.035538,0.022335,2015,"Wales",12202,11035,23237,0.474889185350949,0.525110814649051,0.0286049619141886,665
"279",76,0.038634,0.026766,2015,"Wales",11931,10706,22637,0.472942527720104,0.527057472279896,0.0323788819189822,733
"280",77,0.04328,0.028975,2015,"Wales",11568,10088,21656,0.465829331363133,0.534170668636867,0.0356386885851496,772
"281",78,0.046598,0.033416,2015,"Wales",10971,9372,20343,0.460699011945141,0.539300988054859,0.0394889343754608,803
"282",79,0.054835,0.035937,2015,"Wales",10521,8714,19235,0.453028333766571,0.546971666233429,0.0444983294515207,856
"283",80,0.057662,0.042245,2015,"Wales",9939,8252,18191,0.453630916387224,0.546369083612776,0.0492386278379418,896
"284",81,0.064444,0.046107,2015,"Wales",9374,7214,16588,0.434892693513383,0.565107306486617,0.0540816273209549,897
"285",82,0.072785,0.053767,2015,"Wales",8938,6723,15661,0.429282932124385,0.570717067875615,0.0619311028031416,970
"286",83,0.080008,0.060887,2015,"Wales",8368,6089,14457,0.421180051186277,0.578819948813723,0.0689403837587328,997
"287",84,0.091836,0.068979,2015,"Wales",7738,5478,13216,0.414497578692494,0.585502421307506,0.0784531711561743,1037
"288",85,0.105512,0.078883,2015,"Wales",7141,4829,11970,0.403425229741019,0.596574770258981,0.0896258104427736,1073
"289",86,0.116609,0.090067,2015,"Wales",6432,4096,10528,0.389057750759878,0.610942249240122,0.100393370820669,1057
"290",87,0.122112,0.097267,2015,"Wales",5734,3498,9232,0.378899480069324,0.621100519930676,0.106680757582322,985
"291",88,0.143918,0.112817,2015,"Wales",5341,2963,8304,0.356815992292871,0.643184007707129,0.123914334176301,1029
"292",89,0.155616,0.126777,2015,"Wales",4530,2561,7091,0.361162036384149,0.638837963615851,0.137192551967282,973
"293",90,0.171397,0.140752,2015,"Wales",19491,7923,27414,0.28901291311009,0.71098708688991,0.149608800722259,4101
"294",91,0.202918,0.162484,2015,NA,NA,NA,NA,NA,NA,NA,NA
"295",92,0.208648,0.173891,2015,NA,NA,NA,NA,NA,NA,NA,NA
"296",93,0.224499,0.199185,2015,NA,NA,NA,NA,NA,NA,NA,NA
"297",94,0.264815,0.223484,2015,NA,NA,NA,NA,NA,NA,NA,NA
"298",95,0.277838,0.238036,2015,NA,NA,NA,NA,NA,NA,NA,NA
"299",96,0.286404,0.259488,2015,NA,NA,NA,NA,NA,NA,NA,NA
"300",97,0.304462,0.284097,2015,NA,NA,NA,NA,NA,NA,NA,NA
"301",98,0.375973,0.307601,2015,NA,NA,NA,NA,NA,NA,NA,NA
"302",99,0.4,0.34653,2015,NA,NA,NA,NA,NA,NA,NA,NA
"303",100,0.340058,0.372465,2015,NA,NA,NA,NA,NA,NA,NA,NA
"304",0,0.00387,0.002749,2016,"Wales",14877,15520,30397,0.510576701648189,0.489423298351811,0.00332135648254762,101
"305",1,0.000295,0.000225,2016,"Wales",15015,15776,30791,0.512357507063752,0.487642492936248,0.000260865025494463,8
"306",2,0.000154,0.000162,2016,"Wales",15189,16118,31307,0.514836937426135,0.485163062573865,0.000157881304500591,5
"307",3,0.000133,1e-04,2016,"Wales",15683,16456,32139,0.512025887550951,0.487974112449049,0.000116896854289181,4
"308",4,0.00013,0.000156,2016,"Wales",16236,16993,33229,0.511390652743086,0.488609347256914,0.00014270384302868,5
"309",5,9.1e-05,0.000152,2016,"Wales",16610,17464,34074,0.512531548981628,0.487468451018372,0.000120735575512121,4
"310",6,0.000197,7.5e-05,2016,"Wales",16277,17174,33451,0.513407670921647,0.486592329078353,0.000137635735852441,5
"311",7,5.4e-05,7.5e-05,2016,"Wales",16024,16907,32931,0.513406820321278,0.486593179678722,6.42184567732532e-05,2
"312",8,0.000107,5.6e-05,2016,"Wales",16479,17182,33661,0.510442351682956,0.489557648317043,8.20325599358308e-05,3
"313",9,3.6e-05,5.7e-05,2016,"Wales",15869,16607,32476,0.511362236728661,0.488637763271339,4.62613930286981e-05,2
"314",10,0.000128,1.9e-05,2016,"Wales",15642,16504,32146,0.513407577925714,0.486592422074286,7.49614259939028e-05,2
"315",11,9.4e-05,5.9e-05,2016,"Wales",15040,15805,30845,0.512400713243638,0.487599286756362,7.69340249635273e-05,2
"316",12,0.000171,0.000101,2016,"Wales",14747,15374,30121,0.510408020982039,0.489591979017961,0.000136728561468743,4
"317",13,0.000135,4.1e-05,2016,"Wales",14337,15275,29612,0.515838173713359,0.484161826286641,8.94887883290558e-05,3
"318",14,7.8e-05,0.000145,2016,"Wales",14373,15302,29675,0.515652906486942,0.484347093513058,0.000110451255265375,3
"319",15,0.000234,0.000166,2016,"Wales",14808,16171,30979,0.5219987733626,0.4780012266374,0.000201495916588657,6
"320",16,0.000135,0.000143,2016,"Wales",15400,16430,31830,0.516179704681118,0.483820295318882,0.000138870562362551,4
"321",17,0.000431,9.9e-05,2016,"Wales",15949,16908,32857,0.514593541711051,0.485406458288949,0.000269845055848069,9
"322",18,0.000436,0.000267,2016,"Wales",16586,17493,34079,0.513307315355498,0.486692684644502,0.000353748936295079,12
"323",19,0.000603,0.000342,2016,"Wales",17962,19285,37247,0.517759819582785,0.482240180417215,0.000477135312911107,18
"324",20,0.000386,0.000189,2016,"Wales",18129,20262,38391,0.527779948425412,0.472220051574588,0.000292972649839806,11
"325",21,0.000463,0.000325,2016,"Wales",18119,20015,38134,0.524859705249908,0.475140294750092,0.000397430639324487,15
"326",22,0.000509,0.000347,2016,"Wales",18849,21039,39888,0.527451865222623,0.472548134777377,0.000432447202166065,17
"327",23,0.00064,0.00019,2016,"Wales",18899,19913,38812,0.513062970215397,0.486937029784603,0.000420878336596929,16
"328",24,0.000652,0.000347,2016,"Wales",19110,19685,38795,0.507410748807836,0.492589251192164,0.00050176027838639,19
"329",25,0.000881,0.000397,2016,"Wales",18923,20247,39170,0.516900689303038,0.483099310696962,0.00064717993362267,25
"330",26,0.000896,0.000223,2016,"Wales",18110,19329,37439,0.516279815166003,0.483720184833997,0.00057045631560672,21
"331",27,0.000889,0.000431,2016,"Wales",17932,18693,36625,0.510389078498294,0.489610921501706,0.000664758197952219,24
"332",28,0.001024,0.000416,2016,"Wales",17365,18255,35620,0.512492981471084,0.487507018528916,0.000727595732734419,26
"333",29,0.001109,0.000242,2016,"Wales",16953,17274,34227,0.504689280392672,0.495310719607328,0.000679565606100447,23
"334",30,0.001044,0.000399,2016,"Wales",16825,17180,34005,0.505219820614615,0.494780179385384,0.000724866784296427,25
"335",31,0.001054,0.000454,2016,"Wales",16974,16983,33957,0.500132520540684,0.499867479459316,0.00075407951232441,26
"336",32,0.001121,0.000374,2016,"Wales",16299,16461,32760,0.502472527472527,0.497527472527473,0.000749346978021978,25
"337",33,0.001154,0.00061,2016,"Wales",16535,16499,33034,0.499455106859599,0.500544893140401,0.000881703578131622,29
"338",34,0.001037,0.000798,2016,"Wales",16471,16296,32767,0.49732963042085,0.50267036957915,0.000916861781670583,30
"339",35,0.001516,0.000573,2016,"Wales",16996,16835,33831,0.497620525553486,0.502379474446514,0.00104225615559694,35
"340",36,0.001405,0.000693,2016,"Wales",16947,16785,33732,0.497598719316969,0.502401280683031,0.00104729028815368,35
"341",37,0.001642,0.000593,2016,"Wales",15959,16099,32058,0.502183542329528,0.497816457670472,0.00111979053590367,36
"342",38,0.001708,0.000788,2016,"Wales",15203,14622,29825,0.490259849119866,0.509740150880134,0.00123903906119028,37
"343",39,0.001967,0.000961,2016,"Wales",14906,14887,29793,0.499681133152083,0.500318866847917,0.001463679219951,44
"344",40,0.001874,0.001178,2016,"Wales",15344,14821,30165,0.491331012763136,0.508668987236864,0.00151996638488314,46
"345",41,0.002516,0.001339,2016,"Wales",15831,15440,31271,0.493748201208788,0.506251798791212,0.00192014163282274,60
"346",42,0.002433,0.000988,2016,"Wales",16508,15972,32480,0.491748768472906,0.508251231527094,0.00169857697044335,55
"347",43,0.002487,0.00127,2016,"Wales",17643,16765,34408,0.487241339223436,0.512758660776564,0.00186297270983492,64
"348",44,0.002312,0.001511,2016,"Wales",18613,18191,36804,0.49426692750788,0.50573307249212,0.00190690780893381,70
"349",45,0.00247,0.001615,2016,"Wales",19778,18952,38730,0.489336431706687,0.510663568293313,0.00203338264910922,79
"350",46,0.002863,0.001778,2016,"Wales",19277,18421,37698,0.48864661255239,0.51135338744761,0.00230818157461934,87
"351",47,0.003298,0.001489,2016,"Wales",20270,19397,39667,0.488995890790834,0.511004109209166,0.00237359356644062,94
"352",48,0.00288,0.002022,2016,"Wales",19978,19174,39152,0.489732325296281,0.510267674703719,0.00244219033510421,96
"353",49,0.003884,0.00185,2016,"Wales",20533,19599,40132,0.488363400777434,0.511636599222566,0.0028433311571813,114
"354",50,0.003497,0.002353,2016,"Wales",20639,19714,40353,0.488538646445122,0.511461353554878,0.00291188821153322,118
"355",51,0.004174,0.002586,2016,"Wales",21143,20237,41380,0.489052682455292,0.510947317544708,0.003362615659739,139
"356",52,0.004219,0.002762,2016,"Wales",21197,20225,41422,0.488267104437256,0.511732895562744,0.00347340517116508,144
"357",53,0.004226,0.003071,2016,"Wales",20584,19930,40514,0.491928715999408,0.508071284000592,0.00363917766697932,147
"358",54,0.004939,0.003466,2016,"Wales",20236,19727,39963,0.493631609238546,0.506368390761454,0.00419311936040838,168
"359",55,0.005743,0.003406,2016,"Wales",19911,19022,38933,0.488582950196491,0.511417049803509,0.0045478183546092,177
"360",56,0.006626,0.004022,2016,"Wales",19176,18459,37635,0.490474292546831,0.509525707453169,0.00529919505779195,199
"361",57,0.006231,0.004246,2016,"Wales",19031,18260,37291,0.489662385025878,0.510337614974122,0.00521797983427637,195
"362",58,0.00674,0.005008,2016,"Wales",18672,17861,36533,0.488900446171954,0.511099553828046,0.00585477557276982,214
"363",59,0.007827,0.005781,2016,"Wales",18239,17497,35736,0.489618312066264,0.510381687933736,0.00678275906648758,242
"364",60,0.008179,0.006013,2016,"Wales",17702,16622,34324,0.484267567882531,0.515732432117469,0.00706192355203356,242
"365",61,0.009632,0.005989,2016,"Wales",17031,16352,33383,0.489830153071923,0.510169846928077,0.00777345124764102,260
"366",62,0.010096,0.006717,2016,"Wales",17792,16844,34636,0.486314816953459,0.513685183046541,0.00836025776648574,290
"367",63,0.011511,0.007568,2016,"Wales",17673,16713,34386,0.486040830570581,0.513959169429419,0.0094844589949398,326
"368",64,0.011944,0.008442,2016,"Wales",17185,16427,33612,0.488724265143401,0.511275734856599,0.0101535123765322,341
"369",65,0.012742,0.00911,2016,"Wales",17548,16567,34115,0.485622160340026,0.514377839659974,0.010873779686355,371
"370",66,0.01554,0.009881,2016,"Wales",17849,17231,35080,0.491191562143672,0.508808437856328,0.012660653050171,444
"371",67,0.016033,0.011025,2016,"Wales",18296,17668,35964,0.491269046824602,0.508730953175398,0.0134852753864976,485
"372",68,0.016222,0.011669,2016,"Wales",19246,18565,37811,0.490994684086641,0.509005315913359,0.0139044987966465,526
"373",69,0.018756,0.013096,2016,"Wales",20483,19617,40100,0.489201995012469,0.510798004987531,0.0158648832917706,636
"374",70,0.021328,0.014319,2016,"Wales",15846,14755,30601,0.482173785170419,0.517826214829581,0.0176985560602595,542
"375",71,0.021846,0.014524,2016,"Wales",15486,14573,30059,0.48481320070528,0.51518679929472,0.0180738022555641,543
"376",72,0.026745,0.017416,2016,"Wales",15357,14496,29853,0.485579338759924,0.514420661240076,0.0219459696512913,655
"377",73,0.026475,0.018836,2016,"Wales",14418,13497,27915,0.483503492745836,0.516496507254164,0.0225294831810854,629
"378",74,0.031625,0.021069,2016,"Wales",13331,12073,25404,0.475240119666194,0.524759880333806,0.0260856347031963,663
"379",75,0.036267,0.02272,2016,"Wales",12167,10680,22847,0.467457434236442,0.532542565763558,0.0290526458616011,664
"380",76,0.038279,0.027109,2016,"Wales",11888,10667,22555,0.472932830857903,0.527067169142097,0.0323916597206828,731
"381",77,0.041626,0.029272,2016,"Wales",11617,10291,21908,0.469737082344349,0.530262917655651,0.0350751319152821,768
"382",78,0.047165,0.034725,2016,"Wales",11216,9625,20841,0.461830046542872,0.538169953457128,0.0404701657789933,843
"383",79,0.05359,0.035974,2016,"Wales",10623,8897,19520,0.45578893442623,0.544211065573771,0.0440031778688525,859
"384",80,0.057301,0.041971,2016,"Wales",10087,8253,18340,0.45,0.55,0.0488695,896
"385",81,0.06638,0.046034,2016,"Wales",9487,7770,17257,0.450252071623109,0.549747928376891,0.0551948286492438,952
"386",82,0.073972,0.051795,2016,"Wales",8942,6766,15708,0.430735930735931,0.569264069264069,0.0613474307359307,964
"387",83,0.08188,0.061072,2016,"Wales",8430,6259,14689,0.426101164136429,0.573898835863571,0.0699383130233508,1027
"388",84,0.093899,0.070966,2016,"Wales",7809,5568,13377,0.41623682440009,0.58376317559991,0.0805115590939673,1077
"389",85,0.103935,0.076437,2016,"Wales",7200,4970,12170,0.408381265406738,0.591618734593262,0.0876666680361545,1067
"390",86,0.116599,0.087271,2016,"Wales",6541,4366,10907,0.400293389566334,0.599706610433666,0.0990108045292014,1080
"391",87,0.123584,0.098261,2016,"Wales",5820,3613,9433,0.38301706774091,0.61698293225909,0.107960141206403,1018
"392",88,0.145616,0.109965,2016,"Wales",5145,3009,8154,0.369021339220015,0.630978660779985,0.123120979764533,1004
"393",89,0.157943,0.126746,2016,"Wales",4694,2547,7241,0.351746996271233,0.648253003728767,0.137719451042674,997
"394",90,0.170549,0.143083,2016,"Wales",19604,8333,27937,0.298278268962308,0.701721731037692,0.151275510935319,4226
"395",91,0.20488,0.164491,2016,NA,NA,NA,NA,NA,NA,NA,NA
"396",92,0.210726,0.179001,2016,NA,NA,NA,NA,NA,NA,NA,NA
"397",93,0.231884,0.200563,2016,NA,NA,NA,NA,NA,NA,NA,NA
"398",94,0.258442,0.213256,2016,NA,NA,NA,NA,NA,NA,NA,NA
"399",95,0.27239,0.237755,2016,NA,NA,NA,NA,NA,NA,NA,NA
"400",96,0.290868,0.26794,2016,NA,NA,NA,NA,NA,NA,NA,NA
"401",97,0.304073,0.282759,2016,NA,NA,NA,NA,NA,NA,NA,NA
"402",98,0.310078,0.314907,2016,NA,NA,NA,NA,NA,NA,NA,NA
"403",99,0.397163,0.357019,2016,NA,NA,NA,NA,NA,NA,NA,NA
"404",100,0.37464,0.393273,2016,NA,NA,NA,NA,NA,NA,NA,NA
"405",0,0.003933,0.003327,2017,"Wales",14497,15010,29507,0.508692852543464,0.491307147456536,0.00363526786864134,107
